cell_id	evidence_tier	axis	tranche_id	estimator	family_route	dpar	effect_type	structure_provider	primary_evidence_id	primary_evidence_class	primary_run_id	primary_command	primary_replicates	n_evidence_rows	all_evidence_classes	has_interval_receipt	n_distinct_seeds	claim_boundary	next_gate
mc-0146	interval_feasible	model_surface	legacy-census	ML	biv_gaussian	mu2	structured	animal	ev-mc-0146-b3-q6-mu2-interval	estimator_diagnostic	b3-q6-mu2-mc-0146	Rscript --no-init-file tools/audit-b2-q6-serial-proof-cohort.R --authorization=docs/dev-log/interval-campaign-bindings/2026-07-31-b2-q6-proof-serial-approved-execution-authorization.tsv	1	2	estimator_diagnostic|legacy_model_evidence	yes	1	One named direct mu2 response-SD target x frozen high_n72_each20 fixture x seed 20260731 x retained serial receipt only; no sibling target, whole-q6, provider-wide, coverage, calibration, inference-ready, supported, REML, alternate fixture/seed, or public-support claim.	Coverage and calibration for this same named target only; no whole-q6 inheritance.
mc-0168	interval_feasible	model_surface	legacy-census	ML	biv_gaussian	mu2	structured	relmat	ev-mc-0168-b3-q6-mu2-interval	estimator_diagnostic	b3-q6-mu2-mc-0168	Rscript --no-init-file tools/audit-b2-q6-serial-proof-cohort.R --authorization=docs/dev-log/interval-campaign-bindings/2026-07-31-b2-q6-proof-serial-approved-execution-authorization.tsv	1	2	estimator_diagnostic|legacy_model_evidence	yes	1	One named direct mu2 response-SD target x frozen high_n72_each20 fixture x seed 20260731 x retained serial receipt only; no sibling target, whole-q6, provider-wide, coverage, calibration, inference-ready, supported, REML, alternate fixture/seed, or public-support claim.	Coverage and calibration for this same named target only; no whole-q6 inheritance.
mc-0199	inference_ready_with_caveats	model_surface	arc1b-s1	REML	biv_gaussian	mu1	structured	spatial	ev-mc-0199-spatial-q2-confidence-eye	coverage_study	Fir setup 52570123; array 52570124; corrected closeout 52574025	sbatch tools/slurm/spatial-q2-confidence-eye-full.sbatch (500 datasets/rung; L/M/H)	500 per rung; 1500 datasets; 4500 target outcomes	6	contract_test|coverage_study|legacy_model_evidence|model_recovery	yes	1	Joint all-attempt 95% endpoint profile calibration for direct sd_spatial1, sd_spatial2, and latent rho_spatial passes at exact tested M (36 sites x 3) and H (36 x 8) baseline-ring configurations; M is the lowest tested jointly passing rung and L (12 x 3) failed. Fixed-kappa bivariate-Gaussian REML o	Separate prospective calibration for other geometries or information configurations; supported remains deferred.
mc-0242	inference_ready_with_caveats	model_surface	legacy-census	ML	gamma	sigma	ordinary_re_intercept	none	ev-mc-0242-arc4b	coverage_study	Totoro gamma-sigma-re-2026-07-17	OPENBLAS_NUM_THREADS=1 NSIM=1200 NCORES=90 MS=8,16,32,64 Rscript tools/run-gamma-sigma-re-coverage.R  (from a fresh main clone via pkgload::load_all on Totoro)	4800 total; 3600 claimed domain	3	coverage_study|legacy_model_evidence|model_recovery	no	0	Arc 4b iid-v2: the Gamma sigma random intercept (1 | id) via ML-Laplace has finite profile-interval coverage (profile_finite_rate 1.000; zero fit, convergence, Hessian or profile failures over 1200 replicates per cell) at true SD 0.40, n_each=12 and exactly M={16,32,64}: 1120/1200=0.9333 (MCSE 0.007	Broader iid coverage and bias evidence (additional true-SD/n_each/M designs, or a bias-corrected/AGHQ interval) is required before expanding beyond the exact tested M={16,32,64} domain or the inferenc
mc-0287	inference_ready_with_caveats	model_surface	legacy-census	REML	gaussian	mu	structured	spatial	ev-mc-0287-arc1a-coverage	coverage_study	Totoro full-1a085440	OPENBLAS_NUM_THREADS=1 OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 TMB_NTHREADS=1 R_PROFILE_USER=/dev/null ARC1A_CHECKPOINT_SIZE=360 Rscript --no-init-file tools/run-arc1a-gaussian-reml-provider-campaign.R --phase=profile --output-dir=$HOME/drmtmb_arc1a_results/full-1a085440 --n-rep=1000 --ncores=90 --overwrite=true	6,000 fits; 9,000 target profiles	4	contract_test|coverage_study|legacy_model_evidence|model_recovery	no	0	Pure-mu univariate Gaussian exact REML with constant residual scale `sigma ~ 1` and no sigma random effect. Admits only unlabelled `spatial(1 | group)` or an independent intercept plus one numeric slope `spatial(1 + x | group)`. The Totoro campaign used spatial coordinates, `n_each=20`, and exactly 	Supported is withheld; require broader spatial designs and discrete M domains plus nominal-calibration evidence before widening the claim or tier.
mc-0299	inference_ready_with_caveats	model_surface	legacy-census	REML	gaussian	mu	structured	animal	ev-mc-0299-arc1a-coverage	coverage_study	Totoro full-1a085440	OPENBLAS_NUM_THREADS=1 OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 TMB_NTHREADS=1 R_PROFILE_USER=/dev/null ARC1A_CHECKPOINT_SIZE=360 Rscript --no-init-file tools/run-arc1a-gaussian-reml-provider-campaign.R --phase=profile --output-dir=$HOME/drmtmb_arc1a_results/full-1a085440 --n-rep=1000 --ncores=90 --overwrite=true	2,000 fits; 3,000 target profiles	4	contract_test|coverage_study|legacy_model_evidence|model_recovery	no	0	Pure-mu univariate Gaussian exact REML with constant residual scale `sigma ~ 1` and no sigma random effect. Admits only unlabelled `animal(1 | group)` or an independent intercept plus one numeric slope `animal(1 + x | group)`. The Totoro campaign used the `A` matrix from the fixed `M=8` pedigree and	Supported is withheld; require additional pedigrees and discrete M domains plus nominal-calibration evidence before widening the claim or tier.
mc-0311	inference_ready_with_caveats	model_surface	legacy-census	REML	gaussian	mu	structured	relmat	ev-mc-0311-arc1a-coverage	coverage_study	Totoro full-1a085440	OPENBLAS_NUM_THREADS=1 OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 TMB_NTHREADS=1 R_PROFILE_USER=/dev/null ARC1A_CHECKPOINT_SIZE=360 Rscript --no-init-file tools/run-arc1a-gaussian-reml-provider-campaign.R --phase=profile --output-dir=$HOME/drmtmb_arc1a_results/full-1a085440 --n-rep=1000 --ncores=90 --overwrite=true	6,000 fits; 9,000 target profiles	4	contract_test|coverage_study|legacy_model_evidence|model_recovery	no	0	Pure-mu univariate Gaussian exact REML with constant residual scale `sigma ~ 1` and no sigma random effect. Admits only unlabelled `relmat(1 | group)` or an independent intercept plus one numeric slope `relmat(1 + x | group)`. The Totoro campaign used the `K` representation, `n_each=20`, and exactly	Supported is withheld; require additional relatedness matrices and discrete M domains plus nominal-calibration evidence before widening the claim or tier.
mc-0382	inference_ready_with_caveats	model_surface	legacy-census	ML	lognormal	sigma	ordinary_re_intercept	none	ev-mc-0382-arc4a	coverage_study	Totoro arc4a-iid-v2-20260713-0720	"OPENBLAS_NUM_THREADS=1 DRMTMB_REPO=""$PWD"" NSIM=1200 MS=8,16,32,64 NCORES=64 OUTPUT_DIR=/home/snakagaw/drmTMB_work/arc4a-iid-v2-20260713-0720 Rscript --no-init-file docs/dev-log/simulation-artifacts/2026-07-12-dg3-re-sd-coverage/generate-profile.R"	4800 total; 3600 claimed domain	3	coverage_study|legacy_model_evidence|model_recovery	no	0	Arc 4a iid-v2: the lognormal sigma random intercept via ML-Laplace has finite profile-interval coverage at true SD 0.4, n_each=12 and exactly M={16,32,64}: 1119/1200=0.9325 (MCSE 0.00724; exact 95% CI 0.9168-0.9460), 1109/1200=0.9242 (MCSE 0.00764; exact 95% CI 0.9077-0.9385) and 1129/1200=0.9408 (M	Broader iid coverage and bias evidence is required before expanding beyond the exact tested M={16,32,64} domain or the inference_ready_with_caveats tier.
mc-0464	inference_ready_with_caveats	model_surface	legacy-census	ML	skew_normal	mu	ordinary_re_slope	none	ev-mc-0464-arc4c-coverage	coverage_study	Fir jobs 49628010,49628496,49629086,49629827,49640984	sbatch Arc 4c smoke and full manifests at source SHA 46affaee; independent afterok aggregation	4800 total; 1200 at each M=8,16,32,64	3	coverage_study|legacy_model_evidence|model_recovery	no	0	Arc 4c promotes only the standard ML-Laplace profile interval for the natural-scale SD of one ordinary independent mu slope (0 + x | id), true SD 0.50, the frozen skew-normal DGP, and M>=16. ML-Laplace profile coverage for sd:mu:(0 + x | id), true SD 0.50, n_each=12, N=1200/M: M16 0.9275 (exact 95% 	A predeclared grid varying true slope SD, n_each, M, slant, and fixture is required before broader inference or supported-tier claims; correlated or labelled slopes, random intercepts, scale-side or s
mc-0539	inference_ready_with_caveats	model_surface	legacy-census	ML	tweedie	mu	ordinary_re_slope	none	ev-mc-0539-arc4c-coverage	coverage_study	Fir jobs 49628010,49628496,49629086,49629827,49640984	sbatch Arc 4c smoke and full manifests at source SHA 46affaee; independent afterok aggregation	3600 total; 1200 at each M=16,32,64; M8 excluded by smoke	3	coverage_study|legacy_model_evidence|model_recovery	no	0	Arc 4c promotes only the standard ML-Laplace profile interval for the natural-scale SD of one ordinary independent mu slope (0 + x | id), true SD 0.50, the frozen Tweedie DGP, and M>=16. ML-Laplace profile coverage for sd:mu:(0 + x | id), true SD 0.50, n_each=12, dispersion 1.4, power 1.5, N=1200/M:	A predeclared grid varying true slope SD, n_each, M, dispersion, power, and zero mass is required before broader inference or supported-tier claims; correlated or labelled slopes, random intercepts, s
mc-0575	inference_ready_with_caveats	model_surface	legacy-census	ML	zero_one_beta	mu	ordinary_re_slope	none	ev-mc-0575-arc4c-coverage	coverage_study	Fir jobs 49628010,49628496,49629086,49629827,49640984	sbatch Arc 4c smoke and full manifests at source SHA 46affaee; independent afterok aggregation	4800 total; 1200 at each M=8,16,32,64	3	coverage_study|legacy_model_evidence|model_recovery	no	0	Arc 4c promotes only the standard ML-Laplace profile interval for the natural-scale SD of one ordinary independent mu slope (0 + x | id), true SD 0.50, the frozen zero-one beta DGP, and M>=16. ML-Laplace profile coverage for sd:mu:(0 + x | id), true SD 0.50, n_each=15, interior precision 6.25, label	Use a deterministic strictly-interior beta sampler and rerun this cell under new compute approval before claiming an exactly 15% observed-boundary DGP; vary true slope SD, n_each, M, precision, and bo
mc-0672	inference_ready_with_caveats	model_surface	arc1b-s1	REML	biv_gaussian	mu2	structured	spatial	ev-mc-0672-spatial-q2-confidence-eye	coverage_study	Fir setup 52570123; array 52570124; corrected closeout 52574025	sbatch tools/slurm/spatial-q2-confidence-eye-full.sbatch (500 datasets/rung; L/M/H)	500 per rung; 1500 datasets; 4500 target outcomes	5	contract_test|coverage_study|model_recovery	yes	1	Joint all-attempt 95% endpoint profile calibration for direct sd_spatial1, sd_spatial2, and latent rho_spatial passes at exact tested M (36 sites x 3) and H (36 x 8) baseline-ring configurations; M is the lowest tested jointly passing rung and L (12 x 3) failed. Fixed-kappa bivariate-Gaussian REML o	Separate prospective calibration for other geometries or information configurations; supported remains deferred.
mr-beta	inference_ready_with_caveats	missing_response	MR-T1	ML	beta	all fitted dpars	response_missingness	route_contract	ev-mr-beta-g3	recovery_test		"Rscript --no-init-file -e 'devtools::test(filter = ""missing-response"")'"	1 fixed-seed DGP	4	admission_test|coverage_study|g2_contract_test|recovery_test	no	0	G5 (archived replicated coverage evidence) for missing-response `beta`, on the frozen `mr-g4g5-v2` `authenticated_uncentred` cohort (`design_state = centre_random_effects=FALSE`): all three information rungs (0.5x, 1x, 2x) tested, no rung excluded, 15/15 (route x parameter x rung) cells attempted, 1	G5 is the ceiling of this axis's ladder (README: G0-G5). Extending this claim to additional `cumulative_logit` targets or any other missing_response route requires its own exhaustive, defect-free G5 r
mr-beta-binomial	inference_ready_with_caveats	missing_response	MR-T4	ML	beta_binomial	all fitted dpars	response_missingness	route_contract	ev-mr-beta-binomial-g3	recovery_test		"Rscript --no-init-file -e 'devtools::test(filter = ""missing-response-encoded"")'"	1 fixed-seed DGP	4	coverage_study|g2_contract_test|recovery_test|rejection_test	no	0	G5 (archived replicated coverage evidence) for missing-response `beta_binomial`, on the frozen `mr-g4g5-v2` `authenticated_uncentred` cohort (`design_state = centre_random_effects=FALSE`): all three information rungs (0.5x, 1x, 2x) tested, no rung excluded, 15/15 (route x parameter x rung) cells att	G5 is the ceiling of this axis's ladder (README: G0-G5). Extending this claim to additional `cumulative_logit` targets or any other missing_response route requires its own exhaustive, defect-free G5 r
mr-binomial	inference_ready_with_caveats	missing_response	MR-T1	ML	binomial	all fitted dpars	response_missingness	route_contract	ev-mr-binomial-g3	recovery_test		"Rscript --no-init-file -e 'devtools::test(filter = ""missing-response"")'"	1 fixed-seed DGP	4	admission_test|coverage_study|g2_contract_test|recovery_test	no	0	G5 (archived replicated coverage evidence) for missing-response `binomial`, on the frozen `mr-g4g5-v2` `authenticated_uncentred` cohort (`design_state = centre_random_effects=FALSE`): all three information rungs (0.5x, 1x, 2x) tested, no rung excluded, 6/6 (route x parameter x rung) cells attempted,	G5 is the ceiling of this axis's ladder (README: G0-G5). Extending this claim to additional `cumulative_logit` targets or any other missing_response route requires its own exhaustive, defect-free G5 r
mr-biv-gaussian	inference_ready_with_caveats	missing_response	MR-T1	ML	biv_gaussian	all fitted dpars	response_missingness	route_contract	ev-mr-biv-gaussian-g3	recovery_test		"Rscript --no-init-file -e 'devtools::test(filter = ""missing-response"")'"	1 fixed-seed DGP	4	admission_test|coverage_study|g2_contract_test|recovery_test	no	0	G5 (archived replicated coverage evidence) for missing-response `biv_gaussian`, on the frozen `mr-g4g5-v2` `authenticated_uncentred` cohort (`design_state = centre_random_effects=FALSE`): all three information rungs (0.5x, 1x, 2x) tested, no rung excluded, 39/39 (route x parameter x rung) cells atte	G5 is the ceiling of this axis's ladder (README: G0-G5). Extending this claim to additional `cumulative_logit` targets or any other missing_response route requires its own exhaustive, defect-free G5 r
mr-cumulative-logit-mu-x	inference_ready_with_caveats	missing_response	MR-T4	ML	cumulative_logit	fixef:mu:x	response_missingness	target_contract	ev-mr-cumulative-logit-g3	recovery_test		"Rscript --no-init-file -e 'devtools::test(filter = ""missing-response-encoded"")'"	1 fixed-seed DGP	4	coverage_study|g2_contract_test|recovery_test|rejection_test	no	0	G5 for the exact missing-response `cumulative_logit` fixed location slope `fixef:mu:x`, on the authenticated uncentred 25% MCAR cohort: all three information rungs were measured; every cell retained 1200/1200 attempted and usable intervals; coverage was 0.9492, 0.9608, and 0.9542, each inside the pr	The ordinal cutpoint targets remain outside this key and require separate interval-capability work; do not widen this target claim to all fitted dpars, other fixed effects, random effects, another mis
mr-gamma	inference_ready_with_caveats	missing_response	MR-T2	ML	gamma	all fitted dpars	response_missingness	route_contract	ev-mr-gamma-g3	recovery_test		"Rscript --no-init-file -e 'devtools::test(filter = ""missing-response-continuous"")'"	1 fixed-seed DGP	4	coverage_study|g2_contract_test|recovery_test|rejection_test	no	0	G5 (archived replicated coverage evidence) for missing-response `gamma`, on the frozen `mr-g4g5-v2` `authenticated_uncentred` cohort (`design_state = centre_random_effects=FALSE`): all three information rungs (0.5x, 1x, 2x) tested, no rung excluded, 15/15 (route x parameter x rung) cells attempted, 	G5 is the ceiling of this axis's ladder (README: G0-G5). Extending this claim to additional `cumulative_logit` targets or any other missing_response route requires its own exhaustive, defect-free G5 r
mr-gaussian	inference_ready_with_caveats	missing_response	MR-T1	ML	gaussian	all fitted dpars	response_missingness	route_contract	ev-mr-gaussian-g3	recovery_test		"Rscript --no-init-file -e 'devtools::test(filter = ""missing-response"")'"	1 fixed-seed DGP	4	admission_test|coverage_study|g2_contract_test|recovery_test	no	0	G5 (archived replicated coverage evidence) for missing-response `gaussian`, on the frozen `mr-g4g5-v2` `authenticated_uncentred` cohort (`design_state = centre_random_effects=FALSE`): all three information rungs (0.5x, 1x, 2x) tested, no rung excluded, 15/15 (route x parameter x rung) cells attempte	G5 is the ceiling of this axis's ladder (README: G0-G5). Extending this claim to additional `cumulative_logit` targets or any other missing_response route requires its own exhaustive, defect-free G5 r
mr-lognormal	inference_ready_with_caveats	missing_response	MR-T2	ML	lognormal	all fitted dpars	response_missingness	route_contract	ev-mr-lognormal-g3	recovery_test		"Rscript --no-init-file -e 'devtools::test(filter = ""missing-response-continuous"")'"	1 fixed-seed DGP	4	coverage_study|g2_contract_test|recovery_test|rejection_test	no	0	G5 (archived replicated coverage evidence) for missing-response `lognormal`, on the frozen `mr-g4g5-v2` `authenticated_uncentred` cohort (`design_state = centre_random_effects=FALSE`): all three information rungs (0.5x, 1x, 2x) tested, no rung excluded, 15/15 (route x parameter x rung) cells attempt	G5 is the ceiling of this axis's ladder (README: G0-G5). Extending this claim to additional `cumulative_logit` targets or any other missing_response route requires its own exhaustive, defect-free G5 r
mr-skew-normal	inference_ready_with_caveats	missing_response	MR-T2	ML	skew_normal	all fitted dpars	response_missingness	route_contract	ev-mr-skew-normal-g3	recovery_test		"Rscript --no-init-file -e 'devtools::test(filter = ""missing-response-continuous"")'"	1 fixed-seed DGP	4	coverage_study|g2_contract_test|recovery_test|rejection_test	no	0	G5 (archived replicated coverage evidence) for missing-response `skew_normal`, on the frozen `mr-g4g5-v2` `authenticated_uncentred` cohort (`design_state = centre_random_effects=FALSE`): all three information rungs (0.5x, 1x, 2x) tested, no rung excluded, 15/15 (route x parameter x rung) cells attem	G5 is the ceiling of this axis's ladder (README: G0-G5). Extending this claim to additional `cumulative_logit` targets or any other missing_response route requires its own exhaustive, defect-free G5 r
mr-tweedie	inference_ready_with_caveats	missing_response	MR-T3	ML	tweedie	all fitted dpars	response_missingness	route_contract	ev-mr-tweedie-g3	recovery_test		"Rscript --no-init-file -e 'devtools::test(filter = ""missing-response-boundary"")'"	1 fixed-seed DGP	4	coverage_study|g2_contract_test|recovery_test|rejection_test	no	0	G5 (archived replicated coverage evidence) for missing-response `tweedie`, on the frozen `mr-g4g5-v2` `authenticated_uncentred` cohort (`design_state = centre_random_effects=FALSE`): all three information rungs (0.5x, 1x, 2x) tested, no rung excluded, 15/15 (route x parameter x rung) cells attempted	G5 is the ceiling of this axis's ladder (README: G0-G5). Extending this claim to additional `cumulative_logit` targets or any other missing_response route requires its own exhaustive, defect-free G5 r
mr-zero-one-beta	inference_ready_with_caveats	missing_response	MR-T3	ML	zero_one_beta	all fitted dpars	response_missingness	route_contract	ev-mr-zero-one-beta-g3	recovery_test		"Rscript --no-init-file -e 'devtools::test(filter = ""missing-response-boundary"")'"	1 fixed-seed DGP	4	coverage_study|g2_contract_test|recovery_test|rejection_test	no	0	G5 (archived replicated coverage evidence) for missing-response `zero_one_beta`, on the frozen `mr-g4g5-v2` `authenticated_uncentred` cohort (`design_state = centre_random_effects=FALSE`): all three information rungs (0.5x, 1x, 2x) tested, no rung excluded, 24/24 (route x parameter x rung) cells att	G5 is the ceiling of this axis's ladder (README: G0-G5). Extending this claim to additional `cumulative_logit` targets or any other missing_response route requires its own exhaustive, defect-free G5 r
mr-zi-poisson	inference_ready_with_caveats	missing_response	MR-T6	ML	zi_poisson	all fitted dpars	response_missingness	route_contract	ev-mr-zi-poisson-g3	recovery_test		"Rscript --no-init-file -e 'devtools::test(filter = ""missing-response-count-mixtures"")'"	1 fixed-seed DGP	4	coverage_study|g2_contract_test|recovery_test|rejection_test	no	0	G5 (archived replicated coverage evidence) for missing-response `zi_poisson`, on the frozen `mr-g4g5-v2` `authenticated_uncentred` cohort (`design_state = centre_random_effects=FALSE`): all three information rungs (0.5x, 1x, 2x) tested, no rung excluded, 18/18 (route x parameter x rung) cells attemp	G5 is the ceiling of this axis's ladder (README: G0-G5). Extending this claim to additional `cumulative_logit` targets or any other missing_response route requires its own exhaustive, defect-free G5 r
